"","result_id","cdm_name","group_name","group_level","strata_name","strata_level","variable_name","variable_level","estimate_name","estimate_type","estimate_value","additional_name","additional_level"
"21",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","40 to 59 &&& Female","number records",NA,"count","integer","1726435","overall","overall"
"22",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","40 to 59 &&& Male","number records",NA,"count","integer","1239141","overall","overall"
"23",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","60 to 79 &&& Female","number records",NA,"count","integer","2856604","overall","overall"
"24",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","60 to 79 &&& Male","number records",NA,"count","integer","2323728","overall","overall"
"25",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","80 to Inf &&& Female","number records",NA,"count","integer","1559280","overall","overall"
"26",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","80 to Inf &&& Male","number records",NA,"count","integer","794504","overall","overall"
"27",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","0 to 19 &&& Female","number subjects",NA,"count","integer","13227","overall","overall"
"28",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","0 to 19 &&& Male","number subjects",NA,"count","integer","13169","overall","overall"
"29",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","20 to 39 &&& Female","number subjects",NA,"count","integer","19193","overall","overall"
"30",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","20 to 39 &&& Male","number subjects",NA,"count","integer","15088","overall","overall"
"31",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","40 to 59 &&& Female","number subjects",NA,"count","integer","13709","overall","overall"
"32",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","40 to 59 &&& Male","number subjects",NA,"count","integer","12970","overall","overall"
"33",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","60 to 79 &&& Female","number subjects",NA,"count","integer","10114","overall","overall"
"34",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","60 to 79 &&& Male","number subjects",NA,"count","integer","8997","overall","overall"
"35",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","80 to Inf &&& Female","number subjects",NA,"count","integer","5074","overall","overall"
"36",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","80 to Inf &&& Male","number subjects",NA,"count","integer","2957","overall","overall"
"37",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","overall","overall","number subjects",NA,"percentage","percentage","85.61","overall","overall"
"38",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","0 to 19","number subjects",NA,"percentage","percentage","85.5929180583028","overall","overall"
"39",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","20 to 39","number subjects",NA,"percentage","percentage","76.6209964015109","overall","overall"
"40",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","40 to 59","number subjects",NA,"percentage","percentage","83.6410947738032","overall","overall"
"41",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","60 to 79","number subjects",NA,"percentage","percentage","91.9328458726188","overall","overall"
"42",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","80 to Inf","number subjects",NA,"percentage","percentage","93.3620088351546","overall","overall"
"43",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","sex","Female","number subjects",NA,"percentage","percentage","88.4080491026338","overall","overall"
"44",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","sex","Male","number subjects",NA,"percentage","percentage","82.6407782999423","overall","overall"
"45",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","0 to 19 &&& Female","number subjects",NA,"percentage","percentage","86.8141244421108","overall","overall"
"46",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","0 to 19 &&& Male","number subjects",NA,"percentage","percentage","84.4004358136256","overall","overall"
"47",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","20 to 39 &&& Female","number subjects",NA,"percentage","percentage","82.664312171591","overall","overall"
"48",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","20 to 39 &&& Male","number subjects",NA,"percentage","percentage","70.1017516145519","overall","overall"
"49",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","40 to 59 &&& Female","number subjects",NA,"percentage","percentage","88.388136686009","overall","overall"
"50",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","40 to 59 &&& Male","number subjects",NA,"percentage","percentage","79.1481052053457","overall","overall"
"51",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","60 to 79 &&& Female","number subjects",NA,"percentage","percentage","93.3714918759232","overall","overall"
"52",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","60 to 79 &&& Male","number subjects",NA,"percentage","percentage","90.3676175170751","overall","overall"
"53",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","80 to Inf &&& Female","number subjects",NA,"percentage","percentage","93.8066185986319","overall","overall"
"54",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","80 to Inf &&& Male","number subjects",NA,"percentage","percentage","92.6088318196054","overall","overall"
"55",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","overall","overall","records_per_person",NA,"mean","numeric","92.808105679236","overall","overall"
"56",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","overall","overall","records_per_person",NA,"sd","numeric","283.668987917979","overall","overall"
"57",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","overall","overall","records_per_person",NA,"median","integer","17","overall","overall"
"58",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","overall","overall","records_per_person",NA,"q25","integer","2","overall","overall"
"59",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","overall","overall","records_per_person",NA,"q75","integer","66","overall","overall"
"60",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","overall","overall","records_per_person",NA,"min","integer","0","overall","overall"
"61",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","overall","overall","records_per_person",NA,"max","integer","48761","overall","overall"
"62",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","0 to 19","records_per_person",NA,"mean","numeric","29.6938616686663","overall","overall"
"63",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","20 to 39","records_per_person",NA,"mean","numeric","28.7643548423147","overall","overall"
"64",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","40 to 59","records_per_person",NA,"mean","numeric","92.9735084804214","overall","overall"
"65",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","60 to 79","records_per_person",NA,"mean","numeric","249.198191264191","overall","overall"
"66",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","80 to Inf","records_per_person",NA,"mean","numeric","273.632178563125","overall","overall"
"67",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","0 to 19","records_per_person",NA,"sd","numeric","47.7748399405471","overall","overall"
"68",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","20 to 39","records_per_person",NA,"sd","numeric","249.371579446253","overall","overall"
"69",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","40 to 59","records_per_person",NA,"sd","numeric","280.064147282611","overall","overall"
"70",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","60 to 79","records_per_person",NA,"sd","numeric","397.870298464162","overall","overall"
"71",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","80 to Inf","records_per_person",NA,"sd","numeric","384.611654651757","overall","overall"
"72",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","0 to 19","records_per_person",NA,"median","integer","17","overall","overall"
"73",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","20 to 39","records_per_person",NA,"median","integer","6","overall","overall"
"74",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","40 to 59","records_per_person",NA,"median","integer","18","overall","overall"
"75",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","60 to 79","records_per_person",NA,"median","integer","101","overall","overall"
"76",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","80 to Inf","records_per_person",NA,"median","integer","144","overall","overall"
"77",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","0 to 19","records_per_person",NA,"q25","integer","3","overall","overall"
"78",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","20 to 39","records_per_person",NA,"q25","integer","1","overall","overall"
"79",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","40 to 59","records_per_person",NA,"q25","integer","3","overall","overall"
"80",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","60 to 79","records_per_person",NA,"q25","integer","19","overall","overall"
"81",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","80 to Inf","records_per_person",NA,"q25","integer","37","overall","overall"
"82",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","0 to 19","records_per_person",NA,"q75","integer","40","overall","overall"
"83",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","20 to 39","records_per_person",NA,"q75","integer","22","overall","overall"
"84",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","40 to 59","records_per_person",NA,"q75","integer","81","overall","overall"
"85",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","60 to 79","records_per_person",NA,"q75","integer","316","overall","overall"
"86",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","80 to Inf","records_per_person",NA,"q75","integer","361","overall","overall"
"87",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","0 to 19","records_per_person",NA,"min","integer","0","overall","overall"
"88",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","20 to 39","records_per_person",NA,"min","integer","0","overall","overall"
"89",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","40 to 59","records_per_person",NA,"min","integer","0","overall","overall"
"90",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","60 to 79","records_per_person",NA,"min","integer","0","overall","overall"
"91",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","80 to Inf","records_per_person",NA,"min","integer","0","overall","overall"
"92",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","0 to 19","records_per_person",NA,"max","integer","2254","overall","overall"
"93",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","20 to 39","records_per_person",NA,"max","integer","48761","overall","overall"
"94",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","40 to 59","records_per_person",NA,"max","integer","29352","overall","overall"
"95",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","60 to 79","records_per_person",NA,"max","integer","7940","overall","overall"
"96",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group","80 to Inf","records_per_person",NA,"max","integer","4795","overall","overall"
"97",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","sex","Female","records_per_person",NA,"mean","numeric","106.018089879638","overall","overall"
"98",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","sex","Male","records_per_person",NA,"mean","numeric","78.8960277219405","overall","overall"
"99",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","sex","Female","records_per_person",NA,"sd","numeric","334.693614022294","overall","overall"
"100",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","sex","Male","records_per_person",NA,"sd","numeric","216.479312257306","overall","overall"
"101",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","sex","Female","records_per_person",NA,"median","integer","22","overall","overall"
"102",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","sex","Male","records_per_person",NA,"median","integer","11","overall","overall"
"103",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","sex","Female","records_per_person",NA,"q25","integer","4","overall","overall"
"104",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","sex","Male","records_per_person",NA,"q25","integer","1","overall","overall"
"105",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","sex","Female","records_per_person",NA,"q75","integer","80","overall","overall"
"106",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","sex","Male","records_per_person",NA,"q75","integer","53","overall","overall"
"107",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","sex","Female","records_per_person",NA,"min","integer","0","overall","overall"
"108",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","sex","Male","records_per_person",NA,"min","integer","0","overall","overall"
"109",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","sex","Female","records_per_person",NA,"max","integer","48761","overall","overall"
"110",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","sex","Male","records_per_person",NA,"max","integer","7940","overall","overall"
"111",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","0 to 19 &&& Female","records_per_person",NA,"mean","numeric","29.6760960882121","overall","overall"
"112",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","0 to 19 &&& Male","records_per_person",NA,"mean","numeric","29.711209382811","overall","overall"
"113",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","20 to 39 &&& Female","records_per_person",NA,"mean","numeric","36.5464725643897","overall","overall"
"114",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","20 to 39 &&& Male","records_per_person",NA,"mean","numeric","20.3693722994006","overall","overall"
"115",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","40 to 59 &&& Female","records_per_person",NA,"mean","numeric","111.3110896196","overall","overall"
"116",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","40 to 59 &&& Male","records_per_person",NA,"mean","numeric","75.6173186062122","overall","overall"
"117",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","60 to 79 &&& Female","records_per_person",NA,"mean","numeric","263.718980797637","overall","overall"
"118",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","60 to 79 &&& Male","records_per_person",NA,"mean","numeric","233.399758939333","overall","overall"
"119",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","80 to Inf &&& Female","records_per_person",NA,"mean","numeric","288.275097060455","overall","overall"
"120",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","80 to Inf &&& Male","records_per_person",NA,"mean","numeric","248.826808643909","overall","overall"
"121",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","0 to 19 &&& Female","records_per_person",NA,"sd","numeric","42.112405675702","overall","overall"
"122",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","0 to 19 &&& Male","records_per_person",NA,"sd","numeric","52.7218083199107","overall","overall"
"123",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","20 to 39 &&& Female","records_per_person",NA,"sd","numeric","337.344128649582","overall","overall"
"124",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","20 to 39 &&& Male","records_per_person",NA,"sd","numeric","79.8333984189782","overall","overall"
"125",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","40 to 59 &&& Female","records_per_person",NA,"sd","numeric","346.926805157417","overall","overall"
"126",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","40 to 59 &&& Male","records_per_person",NA,"sd","numeric","195.301359676474","overall","overall"
"127",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","60 to 79 &&& Female","records_per_person",NA,"sd","numeric","413.345007409947","overall","overall"
"128",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","60 to 79 &&& Male","records_per_person",NA,"sd","numeric","379.709980389475","overall","overall"
"129",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","80 to Inf &&& Female","records_per_person",NA,"sd","numeric","391.192616511277","overall","overall"
"130",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","80 to Inf &&& Male","records_per_person",NA,"sd","numeric","371.945758142729","overall","overall"
"131",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","0 to 19 &&& Female","records_per_person",NA,"median","integer","18","overall","overall"
"132",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","0 to 19 &&& Male","records_per_person",NA,"median","integer","15","overall","overall"
"133",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","20 to 39 &&& Female","records_per_person",NA,"median","integer","9","overall","overall"
"134",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","20 to 39 &&& Male","records_per_person",NA,"median","integer","3","overall","overall"
"135",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","40 to 59 &&& Female","records_per_person",NA,"median","integer","28","overall","overall"
"136",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","40 to 59 &&& Male","records_per_person",NA,"median","integer","12","overall","overall"
"137",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","60 to 79 &&& Female","records_per_person",NA,"median","integer","111","overall","overall"
"138",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","60 to 79 &&& Male","records_per_person",NA,"median","integer","92","overall","overall"
"139",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","80 to Inf &&& Female","records_per_person",NA,"median","integer","154","overall","overall"
"140",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","80 to Inf &&& Male","records_per_person",NA,"median","integer","129","overall","overall"
"141",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","0 to 19 &&& Female","records_per_person",NA,"q25","integer","4","overall","overall"
"142",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","0 to 19 &&& Male","records_per_person",NA,"q25","integer","3","overall","overall"
"143",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","20 to 39 &&& Female","records_per_person",NA,"q25","integer","2","overall","overall"
"144",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","20 to 39 &&& Male","records_per_person",NA,"q25","integer","0","overall","overall"
"145",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","40 to 59 &&& Female","records_per_person",NA,"q25","integer","5","overall","overall"
"146",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","40 to 59 &&& Male","records_per_person",NA,"q25","integer","1","overall","overall"
"147",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","60 to 79 &&& Female","records_per_person",NA,"q25","integer","23","overall","overall"
"148",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","60 to 79 &&& Male","records_per_person",NA,"q25","integer","16","overall","overall"
"149",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","80 to Inf &&& Female","records_per_person",NA,"q25","integer","40","overall","overall"
"150",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","80 to Inf &&& Male","records_per_person",NA,"q25","integer","33","overall","overall"
"151",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","0 to 19 &&& Female","records_per_person",NA,"q75","integer","41","overall","overall"
"152",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","0 to 19 &&& Male","records_per_person",NA,"q75","integer","40","overall","overall"
"153",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","20 to 39 &&& Female","records_per_person",NA,"q75","integer","32","overall","overall"
"154",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","20 to 39 &&& Male","records_per_person",NA,"q75","integer","13","overall","overall"
"155",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","40 to 59 &&& Female","records_per_person",NA,"q75","integer","102","overall","overall"
"156",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","40 to 59 &&& Male","records_per_person",NA,"q75","integer","60","overall","overall"
"157",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","60 to 79 &&& Female","records_per_person",NA,"q75","integer","341","overall","overall"
"158",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","60 to 79 &&& Male","records_per_person",NA,"q75","integer","291","overall","overall"
"159",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","80 to Inf &&& Female","records_per_person",NA,"q75","integer","390","overall","overall"
"160",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","80 to Inf &&& Male","records_per_person",NA,"q75","integer","318","overall","overall"
"161",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","0 to 19 &&& Female","records_per_person",NA,"min","integer","0","overall","overall"
"162",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","0 to 19 &&& Male","records_per_person",NA,"min","integer","0","overall","overall"
"163",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","20 to 39 &&& Female","records_per_person",NA,"min","integer","0","overall","overall"
"164",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","20 to 39 &&& Male","records_per_person",NA,"min","integer","0","overall","overall"
"165",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","drug_exposure","age_group &&& sex","40 to 59 &&& Female","records_per_person",NA,"min","integer","0","overall","overall"
