"","result_id","cdm_name","group_name","group_level","strata_name","strata_level","variable_name","variable_level","estimate_name","estimate_type","estimate_value","additional_name","additional_level"
"38",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Female &&& 20 to 39","Number person-days",NA,"percentage","percentage","13.5653042544817","overall","overall"
"39",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Female &&& 40 to 59","Number person-days",NA,"percentage","percentage","13.3820531210479","overall","overall"
"40",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Female &&& 60 to 79","Number person-days",NA,"percentage","percentage","9.59749951433662","overall","overall"
"41",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Female &&& 80 to Inf","Number person-days",NA,"percentage","percentage","3.16075636063599","overall","overall"
"42",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex","Female","Number person-days",NA,"percentage","percentage","50.6097798503045","overall","overall"
"43",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Male &&& 0 to 19","Number person-days",NA,"percentage","percentage","11.800089789973","overall","overall"
"44",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Male &&& 20 to 39","Number person-days",NA,"percentage","percentage","13.653425266435","overall","overall"
"45",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Male &&& 40 to 59","Number person-days",NA,"percentage","percentage","13.808826353227","overall","overall"
"46",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Male &&& 60 to 79","Number person-days",NA,"percentage","percentage","8.44070006013825","overall","overall"
"47",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Male &&& 80 to Inf","Number person-days",NA,"percentage","percentage","1.68717867992221","overall","overall"
"48",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex","Male","Number person-days",NA,"percentage","percentage","49.3902201496955","overall","overall"
"49",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Female &&& 0 to 19","Number records in observation",NA,"percentage","percentage","0","overall","overall"
"50",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Male &&& 0 to 19","Number records in observation",NA,"percentage","percentage","0","overall","overall"
"51",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Female &&& 20 to 39","Number records in observation",NA,"percentage","percentage","0","overall","overall"
"52",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Male &&& 20 to 39","Number records in observation",NA,"percentage","percentage","0","overall","overall"
"53",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Female &&& 40 to 59","Number records in observation",NA,"percentage","percentage","0","overall","overall"
"54",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Male &&& 40 to 59","Number records in observation",NA,"percentage","percentage","0","overall","overall"
"55",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Female &&& 60 to 79","Number records in observation",NA,"percentage","percentage","0","overall","overall"
"56",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Male &&& 60 to 79","Number records in observation",NA,"percentage","percentage","0","overall","overall"
"57",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Female &&& 80 to Inf","Number records in observation",NA,"percentage","percentage","0","overall","overall"
"58",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex &&& age_group","Male &&& 80 to Inf","Number records in observation",NA,"percentage","percentage","0","overall","overall"
"59",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex","Female","Number records in observation",NA,"percentage","percentage","0","overall","overall"
"60",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","sex","Male","Number records in observation",NA,"percentage","percentage","0","overall","overall"
"61",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","age_group","0 to 19","Number person-days",NA,"percentage","percentage","22.7042563897753","overall","overall"
"62",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","age_group","0 to 19","Number records in observation",NA,"percentage","percentage","0","overall","overall"
"63",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","age_group","20 to 39","Number person-days",NA,"percentage","percentage","27.2187295209167","overall","overall"
"64",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","age_group","20 to 39","Number records in observation",NA,"percentage","percentage","0","overall","overall"
"65",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","age_group","40 to 59","Number person-days",NA,"percentage","percentage","27.1908794742749","overall","overall"
"66",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","age_group","40 to 59","Number records in observation",NA,"percentage","percentage","0","overall","overall"
"67",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","age_group","60 to 79","Number person-days",NA,"percentage","percentage","18.0381995744749","overall","overall"
"68",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","age_group","60 to 79","Number records in observation",NA,"percentage","percentage","0","overall","overall"
"69",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","age_group","80 to Inf","Number person-days",NA,"percentage","percentage","4.84793504055821","overall","overall"
"70",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","age_group","80 to Inf","Number records in observation",NA,"percentage","percentage","0","overall","overall"
"71",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","overall","overall","Number person-days",NA,"percentage","percentage","100","overall","overall"
"72",1,"Clinical Practice Research Datalink, GOLD 202407  release","omop_table","observation_period","overall","overall","Number records in observation",NA,"percentage","percentage","0","overall","overall"
